FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2012 ORDINANCE (AMOUNT $)
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,245,REIMBURSEMENT TRAVELERS,$10000
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,270,LOCAL TRANSPORTATION,$10000
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,340,MATERIAL AND SUPPLIES,$133233
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,350,STATIONERY AND OFFICE SUPPL,$20000
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,801,INDIRECT COSTS,$6837242
Grants,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,2860,HEAD START,9438,REIMBURSEMENT - DGS,$158266
Grants,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,5,SALARIES AND WAGES - ON PAYROLL,$4836764
Grants,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,12,CONTRACT WAGE-PR,$8004
Grants,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,15,SCHEDULE SALARY ADJ,$26180
Grants,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,44,FRINGE BENEFITS,$1829016
Grants,898,IL LIBRARY DEVELOPMENT,91,CHICAGO PUBLIC LIBRARY,2895,ILL LIBRARY DEVEL. PER CAPITA,140,PROF & TECHNICAL SERVICES,$3036
Grants,929,COM ED SETTLEMENT FUND II,1,OFFICE OF THE MAYOR,2809,COMED SETTLEMENT FUND,5,SALARIES AND WAGES - ON PAYROLL,$292872
Grants,929,COM ED SETTLEMENT FUND II,1,OFFICE OF THE MAYOR,2809,COMED SETTLEMENT FUND,44,FRINGE BENEFITS,$109124
Grants,929,COM ED SETTLEMENT FUND II,5,OFFICE OF BUDGET & MANAGEMENT,2809,COMED SETTLEMENT FUND,140,PROF & TECHNICAL SERVICES,$8186468
Grants,929,COM ED SETTLEMENT FUND II,38,FLEET AND FACILITY MANAGEMENT,2838,COMED ENVIRONMENTAL FUND,5,SALARIES AND WAGES - ON PAYROLL,$594416
Grants,929,COM ED SETTLEMENT FUND II,38,FLEET AND FACILITY MANAGEMENT,2838,COMED ENVIRONMENTAL FUND,15,SCHEDULE SALARY ADJ,$1493
Grants,929,COM ED SETTLEMENT FUND II,38,FLEET AND FACILITY MANAGEMENT,2838,COMED ENVIRONMENTAL FUND,44,FRINGE BENEFITS,$232985
Grants,929,COM ED SETTLEMENT FUND II,38,FLEET AND FACILITY MANAGEMENT,2838,COMED ENVIRONMENTAL FUND,140,PROF & TECHNICAL SERVICES,$282642
Grants,929,COM ED SETTLEMENT FUND II,84,CHICAGO DEPT OF TRANSPORTATION,2939,COMED SETTLEMENT FUND II,140,PROF & TECHNICAL SERVICES,$295000
Grants,0B05,PEOPLES ENERGY SETTLEMENT,38,FLEET AND FACILITY MANAGEMENT,2841,PEOPLES ENERGY SETTLEMENT,140,PROF & TECHNICAL SERVICES,$3500477
Grants,0B05,PEOPLES ENERGY SETTLEMENT,38,FLEET AND FACILITY MANAGEMENT,2841,PEOPLES ENERGY SETTLEMENT,9179,LIHEAP,$158431
Grants,0B05,PEOPLES ENERGY SETTLEMENT,38,FLEET AND FACILITY MANAGEMENT,2841,PEOPLES ENERGY SETTLEMENT,9180,WORLD BUSINESS CHICAGO,$870092
Grants,0H01,CDC,41,DEPARTMENT OF PUBLIC HEALTH,2705,PUBLIC HEALTH INFRASTRUCTURE I,5,SALARIES AND WAGES - ON PAYROLL,$113654
Grants,0H01,CDC,41,DEPARTMENT OF PUBLIC HEALTH,2705,PUBLIC HEALTH INFRASTRUCTURE I,44,FRINGE BENEFITS,$42552
Grants,0H01,CDC,41,DEPARTMENT OF PUBLIC HEALTH,2705,PUBLIC HEALTH INFRASTRUCTURE I,140,PROF & TECHNICAL SERVICES,$111723
Grants,0H01,CDC,41,DEPARTMENT OF PUBLIC HEALTH,2705,PUBLIC HEALTH INFRASTRUCTURE I,801,INDIRECT COSTS,$32071
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,6,DOIT,2810,HEALTH ENTERPRISE SYSTEMS,5,SALARIES AND WAGES - ON PAYROLL,$601428
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,6,DOIT,2810,HEALTH ENTERPRISE SYSTEMS,15,SCHEDULE SALARY ADJ,$5855
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,6,DOIT,2810,HEALTH ENTERPRISE SYSTEMS,44,FRINGE BENEFITS,$225260
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,6,DOIT,2810,HEALTH ENTERPRISE SYSTEMS,138,PROF SERV-IT MAINT,$1001557
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,6,DOIT,2810,HEALTH ENTERPRISE SYSTEMS,149,SOFTWARE MAINT/LICENSING,$109800
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,6,DOIT,2810,HEALTH ENTERPRISE SYSTEMS,162,REPAIR/MAINT EQUIPMENT,$6800
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,6,DOIT,2810,HEALTH ENTERPRISE SYSTEMS,181,MOBILE COMM SERVICES,$6300
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,6,DOIT,2810,HEALTH ENTERPRISE SYSTEMS,340,MATERIAL AND SUPPLIES,$1500
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,6,DOIT,2810,HEALTH ENTERPRISE SYSTEMS,350,STATIONERY AND OFFICE SUPPL,$2500
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,5,SALARIES AND WAGES - ON PAYROLL,$4856027
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,15,SCHEDULE SALARY ADJ,$23089
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,39,STUDENT AS TRAINEES,$2610
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,44,FRINGE BENEFITS,$2016957
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,91,UNIFORM ALLOWANCE,$12350
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,125,OFF AND BUILDING SERV,$6450
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,135,DELEGATE AGENCIES,$292028
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,140,PROF & TECHNICAL SERVICES,$1484018
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,150,PUBLICATN & REPRODT-OUT,$682
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,172,INSURANCE PREMIUMS,$7800
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,191,TELEPHONE-RELOCATIONS,$2500
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,229,TRAN/EXP ALLOWANCE,$2200
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,338,LICENSE STICKER TAG AND PLATES,$8800
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,342,DRUGS MED AND CHEM MATL S,$1837489
Grants,0H05,HEALTH SERVICES PROGRAM INCOME,41,DEPARTMENT OF PUBLIC HEALTH,2921,HEALTH REVENUE,9181,REIM HLTH CDBG,$486000
Grants,0H90,CHICAGO-FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,5,SALARIES AND WAGES - ON PAYROLL,$1741740
Grants,0H90,CHICAGO-FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,15,SCHEDULE SALARY ADJ,$6531
Grants,0H90,CHICAGO-FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,44,FRINGE BENEFITS,$654526
Grants,0H90,CHICAGO-FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,125,OFF AND BUILDING SERV,$1500
Grants,0H90,CHICAGO-FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,130,POSTAGE,$500
Grants,0H90,CHICAGO-FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,140,PROF & TECHNICAL SERVICES,$176650
Grants,0H90,CHICAGO-FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,150,PUBLICATN & REPRODT-OUT,$3000
Grants,0H90,CHICAGO-FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,153,PROMOTIONS,$5000
Grants,0H90,CHICAGO-FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,162,REPAIR/MAINT EQUIPMENT,$4000
Grants,0H90,CHICAGO-FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,190,TELEPHONE-CENTREX,$7488
Grants,0H90,CHICAGO-FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,191,TELEPHONE-RELOCATIONS,$500
Grants,0H90,CHICAGO-FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,270,LOCAL TRANSPORTATION,$4075
Grants,0H90,CHICAGO-FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,340,MATERIAL AND SUPPLIES,$6500
Grants,0H90,CHICAGO-FAMILY CASE MANAGEMENT,41,DEPARTMENT OF PUBLIC HEALTH,2894,HEALTHY MOMS/HEALTHY KIDS,424,FURNITURE AND FURNISHINGS,$2990
Grants,0H91,ZERO TO FIVE ASSURANCE NETWORK,41,DEPARTMENT OF PUBLIC HEALTH,2931,ALL OUR KIDS EARLY CHILDHOOD,5,SALARIES AND WAGES - ON PAYROLL,$76894
Grants,0H91,ZERO TO FIVE ASSURANCE NETWORK,41,DEPARTMENT OF PUBLIC HEALTH,2931,ALL OUR KIDS EARLY CHILDHOOD,44,FRINGE BENEFITS,$28795
Grants,0H91,ZERO TO FIVE ASSURANCE NETWORK,41,DEPARTMENT OF PUBLIC HEALTH,2931,ALL OUR KIDS EARLY CHILDHOOD,9182,REIM HLTH GRANTS,$-3689
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,5,SALARIES AND WAGES - ON PAYROLL,$318846
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,15,SCHEDULE SALARY ADJ,$3036
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,44,FRINGE BENEFITS,$119399
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,91,UNIFORM ALLOWANCE,$2400
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,125,OFF AND BUILDING SERV,$2000
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,130,POSTAGE,$600
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,138,PROF SERV-IT MAINT,$5184
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,140,PROF & TECHNICAL SERVICES,$5000
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,153,PROMOTIONS,$2458
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,162,REPAIR/MAINT EQUIPMENT,$3500
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,169,TECHNICAL MEETING COSTS,$2000
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,190,TELEPHONE-CENTREX,$2310
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,229,TRAN/EXP ALLOWANCE,$2700
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,270,LOCAL TRANSPORTATION,$10811
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,340,MATERIAL AND SUPPLIES,$2000
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,348,BOOKS AND RELATED MTL,$2000
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,350,STATIONERY AND OFFICE SUPPL,$2000
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,999,CULURL PROG/DELVP GRANT,$13156
Grants,0H92,TARGETED INTENSIVE PRENATAL CASE,41,DEPARTMENT OF PUBLIC HEALTH,2852,TARGETED INTENSIVE PRENATAL,9438,REIMBURSEMENT - DGS,$5600
Grants,0H93,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,130,POSTAGE,$2000
Grants,0H93,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,135,DELEGATE AGENCIES,$153062
Grants,0H93,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,140,PROF & TECHNICAL SERVICES,$80477
Grants,0H93,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,150,PUBLICATN & REPRODT-OUT,$1591
Grants,0H93,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,153,PROMOTIONS,$1000
Grants,0H93,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,169,TECHNICAL MEETING COSTS,$2368
Grants,0H93,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,181,MOBILE COMM SERVICES,$450
Grants,0H93,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,190,TELEPHONE-CENTREX,$1152
Grants,0H93,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,270,LOCAL TRANSPORTATION,$2800
Grants,0H93,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,348,BOOKS AND RELATED MTL,$900
Grants,0H93,HEALTHY FAMILIES ILLINOIS,41,DEPARTMENT OF PUBLIC HEALTH,2849,HEALTHY FAMILIES ILLINOIS,350,STATIONERY AND OFFICE SUPPL,$1200
Grants,0H96,PREVENTION-DOMESTIC VIOLENCE,50,FAMILY AND SUPPORT SERVICES,2968,GENERIC PREVENTION DOM VIOLENC,140,PROF & TECHNICAL SERVICES,$153896
Grants,0H96,PREVENTION-DOMESTIC VIOLENCE,50,FAMILY AND SUPPORT SERVICES,2968,GENERIC PREVENTION DOM VIOLENC,245,REIMBURSEMENT TRAVELERS,$1500
Grants,0H96,PREVENTION-DOMESTIC VIOLENCE,50,FAMILY AND SUPPORT SERVICES,2968,GENERIC PREVENTION DOM VIOLENC,340,MATERIAL AND SUPPLIES,$3500
Grants,0H96,PREVENTION-DOMESTIC VIOLENCE,50,FAMILY AND SUPPORT SERVICES,2968,GENERIC PREVENTION DOM VIOLENC,999,CULURL PROG/DELVP GRANT,$22104
Grants,0H97,FAMILY PLANNING,41,DEPARTMENT OF PUBLIC HEALTH,2711,HIV TESTING AND PREVENTION,5,SALARIES AND WAGES - ON PAYROLL,$58184
Grants,0H97,FAMILY PLANNING,41,DEPARTMENT OF PUBLIC HEALTH,2711,HIV TESTING AND PREVENTION,44,FRINGE BENEFITS,$21788
Grants,0H97,FAMILY PLANNING,41,DEPARTMENT OF PUBLIC HEALTH,2711,HIV TESTING AND PREVENTION,140,PROF & TECHNICAL SERVICES,$71028
Grants,0H97,FAMILY PLANNING,41,DEPARTMENT OF PUBLIC HEALTH,2818,FAMILY PLANNING,5,SALARIES AND WAGES - ON PAYROLL,$450625
Grants,0H97,FAMILY PLANNING,41,DEPARTMENT OF PUBLIC HEALTH,2818,FAMILY PLANNING,15,SCHEDULE SALARY ADJ,$1422
Grants,0H97,FAMILY PLANNING,41,DEPARTMENT OF PUBLIC HEALTH,2818,FAMILY PLANNING,44,FRINGE BENEFITS,$170827
Grants,0H97,FAMILY PLANNING,41,DEPARTMENT OF PUBLIC HEALTH,2818,FAMILY PLANNING,91,UNIFORM ALLOWANCE,$1200
Grants,0H97,FAMILY PLANNING,41,DEPARTMENT OF PUBLIC HEALTH,2818,FAMILY PLANNING,140,PROF & TECHNICAL SERVICES,$51000
Grants,0H97,FAMILY PLANNING,41,DEPARTMENT OF PUBLIC HEALTH,2818,FAMILY PLANNING,245,REIMBURSEMENT TRAVELERS,$400
Grants,0H97,FAMILY PLANNING,41,DEPARTMENT OF PUBLIC HEALTH,2818,FAMILY PLANNING,342,DRUGS MED AND CHEM MATL S,$144526
Grants,0H99,BREASTFEEDING PEER COUNSELING,41,DEPARTMENT OF PUBLIC HEALTH,2983,BREASTFEEDING PEER COUNSELING,140,PROF & TECHNICAL SERVICES,$45000
Grants,0K03,CHAPS HUD GRANTS,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,5,SALARIES AND WAGES - ON PAYROLL,$345986
Grants,0K03,CHAPS HUD GRANTS,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,15,SCHEDULE SALARY ADJ,$1082
Grants,0K03,CHAPS HUD GRANTS,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,44,FRINGE BENEFITS,$129562
Grants,0K03,CHAPS HUD GRANTS,70,BUS AFFAIRS AND CONSUMER PROT,2801,TOBACCO ENFORCEMENT GRANT,140,PROF & TECHNICAL SERVICES,$65370
Grants,0K06,STATE-RENTAL HOUSING SU,54,HOUSING AND ECONOMIC DEVELOPMT,2828,STATE RENTAL HOUSING SUPPORT,9103,REHABILITATION LOANS GT,$10559000
Grants,0K11,HOME INVESTMENT PARTNERSHIP,54,HOUSING AND ECONOMIC DEVELOPMT,2819,HOME INVESTMENT PARTNERSHIP,5,SALARIES AND WAGES - ON PAYROLL,$1735575
Grants,0K11,HOME INVESTMENT PARTNERSHIP,54,HOUSING AND ECONOMIC DEVELOPMT,2819,HOME INVESTMENT PARTNERSHIP,15,SCHEDULE SALARY ADJ,$9814
Grants,0K11,HOME INVESTMENT PARTNERSHIP,54,HOUSING AND ECONOMIC DEVELOPMT,2819,HOME INVESTMENT PARTNERSHIP,44,FRINGE BENEFITS,$663003
Grants,0K11,HOME INVESTMENT PARTNERSHIP,54,HOUSING AND ECONOMIC DEVELOPMT,2819,HOME INVESTMENT PARTNERSHIP,140,PROF & TECHNICAL SERVICES,$1933714
Grants,0K11,HOME INVESTMENT PARTNERSHIP,54,HOUSING AND ECONOMIC DEVELOPMT,2819,HOME INVESTMENT PARTNERSHIP,155,RENTAL OF PROPERTY,$200000
Grants,0K11,HOME INVESTMENT PARTNERSHIP,54,HOUSING AND ECONOMIC DEVELOPMT,2819,HOME INVESTMENT PARTNERSHIP,9103,REHABILITATION LOANS GT,$84794894
Grants,0K11,HOME INVESTMENT PARTNERSHIP,54,HOUSING AND ECONOMIC DEVELOPMT,2819,HOME INVESTMENT PARTNERSHIP,9651,REIMREIMB CORP,$750000
Grants,0K17,STATE-ILL DEPT OF COMMERCE,54,HOUSING AND ECONOMIC DEVELOPMT,2832,RAVENSWOOD INDUSTRIAL COORIDOR,140,PROF & TECHNICAL SERVICES,$100000
Grants,0K24,CITIES OF SERVICE LEADERSHIP GRANT,50,FAMILY AND SUPPORT SERVICES,2895,CITIES OF SERVICE LEADERSHIP,5,SALARIES AND WAGES - ON PAYROLL,$20967
Grants,0K24,CITIES OF SERVICE LEADERSHIP GRANT,50,FAMILY AND SUPPORT SERVICES,2895,CITIES OF SERVICE LEADERSHIP,44,FRINGE BENEFITS,$41033
Grants,0K25,NEIGHBORHOOD STABILIZATION,54,HOUSING AND ECONOMIC DEVELOPMT,2815,NEIGHBORHOOD STABILIZATION 3,140,PROF & TECHNICAL SERVICES,$14840000
Grants,0K25,NEIGHBORHOOD STABILIZATION,54,HOUSING AND ECONOMIC DEVELOPMT,2815,NEIGHBORHOOD STABILIZATION 3,801,INDIRECT COSTS,$160000
Grants,0K28,IKE PROPERTY BUYOUT,54,HOUSING AND ECONOMIC DEVELOPMT,2851,IKE SPIEGEL LOFTS/TOWN CENTER,140,PROF & TECHNICAL SERVICES,$5500000
Grants,0K30,CMAP ENERGY GRANT,54,HOUSING AND ECONOMIC DEVELOPMT,2853,CMAP ENERGY GRANT,140,PROF & TECHNICAL SERVICES,$1100000
Grants,0M02,OEMC,58,OEMC,2812,METROPOLITAN MEDICAL RESPONSE,342,DRUGS MED AND CHEM MATL S,$51000
Grants,0M02,OEMC,58,OEMC,2826,COM ED - WEATHERIZATION,140,PROF & TECHNICAL SERVICES,$50000
Grants,0M02,OEMC,58,OEMC,2835,NEXTEL FREQUENCY RECONFIG,140,PROF & TECHNICAL SERVICES,$500000
Grants,0M04,OEMC,58,OEMC,2841,PORT SECURITY 2007,140,PROF & TECHNICAL SERVICES,$2288000
Grants,0M05,OEMC,58,OEMC,2843,URBAN AREA SECURITIES INITIATI,5,SALARIES AND WAGES - ON PAYROLL,$82736
Grants,0M05,OEMC,58,OEMC,2843,URBAN AREA SECURITIES INITIATI,44,FRINGE BENEFITS,$34253
Grants,0M05,OEMC,58,OEMC,2843,URBAN AREA SECURITIES INITIATI,140,PROF & TECHNICAL SERVICES,$10682011
Grants,0M05,OEMC,58,OEMC,2844,PORT SECURITY 2008,140,PROF & TECHNICAL SERVICES,$938000
Grants,0M05,OEMC,58,OEMC,2852,REGIONAL CATASTROPHIC PREPARE,140,PROF & TECHNICAL SERVICES,$3560000
Grants,0M05,OEMC,58,OEMC,2853,BUFFER ZONE PROTECTION,140,PROF & TECHNICAL SERVICES,$713000
Grants,0M06,OEMC GENERAL GRANT,58,OEMC,2856,METROPOLITAN MEDICAL RESPONSE,140,PROF & TECHNICAL SERVICES,$237000
Grants,0M06,OEMC GENERAL GRANT,58,OEMC,2857,URBAN AREAS SECURITY INITIATIV,5,SALARIES AND WAGES - ON PAYROLL,$669954
Grants,0M06,OEMC GENERAL GRANT,58,OEMC,2857,URBAN AREAS SECURITY INITIATIV,15,SCHEDULE SALARY ADJ,$2685
Grants,0M06,OEMC GENERAL GRANT,58,OEMC,2857,URBAN AREAS SECURITY INITIATIV,44,FRINGE BENEFITS,$253682
Grants,0M06,OEMC GENERAL GRANT,58,OEMC,2857,URBAN AREAS SECURITY INITIATIV,140,PROF & TECHNICAL SERVICES,$29588679
Grants,0M06,OEMC GENERAL GRANT,58,OEMC,2859,REGIONAL CATASTROPHIC PREPARE,5,SALARIES AND WAGES - ON PAYROLL,$337848
Grants,0M06,OEMC GENERAL GRANT,58,OEMC,2859,REGIONAL CATASTROPHIC PREPARE,44,FRINGE BENEFITS,$136175
Grants,0M06,OEMC GENERAL GRANT,58,OEMC,2859,REGIONAL CATASTROPHIC PREPARE,140,PROF & TECHNICAL SERVICES,$3142977
Grants,0M06,OEMC GENERAL GRANT,58,OEMC,2861,BUFFER ZONE PROTECTION,140,PROF & TECHNICAL SERVICES,$2211000
Grants,0M06,OEMC GENERAL GRANT,58,OEMC,2873,PORT SECURITY GRANT 2007 SUPPL,140,PROF & TECHNICAL SERVICES,$660000
Grants,0M07,PRIVATE FUNDED GRANTS,84,CHICAGO DEPT OF TRANSPORTATION,2901,OUTSIDE FUNDING CONTRIBUTIONS,540,CONSTR BLDG/STRUCTURE,$1000000
Grants,0M08,STATE FUNDED IDOT PROJECTS,58,OEMC,2868,CITIZEN CORP PROGRAM 2010,140,PROF & TECHNICAL SERVICES,$5000
Grants,0M08,STATE FUNDED IDOT PROJECTS,58,OEMC,2869,BUFFER ZONE PROTECTION 2010,140,PROF & TECHNICAL SERVICES,$1400000
Grants,0M08,STATE FUNDED IDOT PROJECTS,58,OEMC,2872,EMERGENCY OPERATIONS CENTER,140,PROF & TECHNICAL SERVICES,$1000000
Grants,0M08,STATE FUNDED IDOT PROJECTS,58,OEMC,2874,METROPOLITAN MEDICAL RESPONSE,342,DRUGS MED AND CHEM MATL S,$318000
