FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,AMOUNT
GRANTS,589,CDOA LOCAL PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2825,2825 - CIRCUIT BREAKER/ PHARMACEUTICL,9651,REIMREIMB CORP,$26394.00
GRANTS,589,CDOA LOCAL PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2829,2829 - BENEFITS CHECK-UP DEMO,140,PROF & TECHNICAL SERVICES,$20000.00
GRANTS,599,DONATED FD INIT-MOP,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2873,2873 - TITLE XX DONATED FUNDS,135,DELEGATE AGENCIES,$1102000.00
GRANTS,842,INCUMBENT WORKER PG,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2923,2923 - CHICAGO DOM VIOLENCE HELP LINE,140,PROF & TECHNICAL SERVICES,$364000.00
GRANTS,842,INCUMBENT WORKER PG,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2954,2954 - COMMUNITY MOBILIZATION PROJECT,152,ADVERTISING,$10000.00
GRANTS,842,INCUMBENT WORKER PG,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2954,2954 - COMMUNITY MOBILIZATION PROJECT,153,PROMOTIONS,$20000.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2803,2803 - STATE SENIOR COMPANION MATCH,70,TUITION REIMBURSEMENT,$3600.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2803,2803 - STATE SENIOR COMPANION MATCH,130,POSTAGE,$1166.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2803,2803 - STATE SENIOR COMPANION MATCH,150,PUBLICATN & REPRODT-OUT,$625.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2803,2803 - STATE SENIOR COMPANION MATCH,162,REPAIR/MAINT EQUIPMENT,$220.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2803,2803 - STATE SENIOR COMPANION MATCH,165,GRAPHIC DESIGN SERV,$2000.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2803,2803 - STATE SENIOR COMPANION MATCH,172,INSURANCE PREMIUMS,$200.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2803,2803 - STATE SENIOR COMPANION MATCH,186,PAGERS,$500.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2803,2803 - STATE SENIOR COMPANION MATCH,245,REIMBURSEMENT TRAVELERS,$2600.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2803,2803 - STATE SENIOR COMPANION MATCH,270,LOCAL TRANSPORTATION,$659.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2803,2803 - STATE SENIOR COMPANION MATCH,330,FOOD,$2400.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2803,2803 - STATE SENIOR COMPANION MATCH,350,STATIONERY AND OFFICE SUPPL,$2440.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2803,2803 - STATE SENIOR COMPANION MATCH,446,PURCHASE-DATA HARDWARE,$500.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2803,2803 - STATE SENIOR COMPANION MATCH,982,EXP FOR HEROSIM,$90.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2807,2807 - OAA TITLE V SEN EMPLOYMENT SPE,5,SALARIES AND WAGES - ON PAYROLL,$996348.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2807,2807 - OAA TITLE V SEN EMPLOYMENT SPE,44,FRINGE BENEFITS,$357627.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2807,2807 - OAA TITLE V SEN EMPLOYMENT SPE,140,PROF & TECHNICAL SERVICES,$6025.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2815,2815 - FOSTER GRANDPARENTS,5,SALARIES AND WAGES - ON PAYROLL,$377522.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2815,2815 - FOSTER GRANDPARENTS,15,SCHEDULE SALARY ADJ,$1012.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2815,2815 - FOSTER GRANDPARENTS,44,FRINGE BENEFITS,$194466.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2818,2818 - STATE FOSTER GRANDPARENTS,50,STIPENDS,$34000.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2828,2828 - RESIDENT SERVICE / CASE MGMT,140,PROF & TECHNICAL SERVICES,$600000.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2862,2862 - STATE SENIOR EMPLOYMENT SPEC,140,PROF & TECHNICAL SERVICES,$21000.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2868,2868 - SENIOR COMPANION PJT - ACTION,5,SALARIES AND WAGES - ON PAYROLL,$204224.00
GRANTS,848,CHGO DEPT AGING FED,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2868,2868 - SENIOR COMPANION PJT - ACTION,44,FRINGE BENEFITS,$105776.00
GRANTS,866,SUPPORTIVE HOUSING,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2833,2833 - SUPPORTIVE HOUSING PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,$89435.00
GRANTS,866,SUPPORTIVE HOUSING,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2833,2833 - SUPPORTIVE HOUSING PROGRAM,15,SCHEDULE SALARY ADJ,$606.00
GRANTS,866,SUPPORTIVE HOUSING,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2833,2833 - SUPPORTIVE HOUSING PROGRAM,44,FRINGE BENEFITS,$32717.00
GRANTS,866,SUPPORTIVE HOUSING,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2833,2833 - SUPPORTIVE HOUSING PROGRAM,140,PROF & TECHNICAL SERVICES,$196242.00
GRANTS,866,SUPPORTIVE HOUSING,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2885,2885 - SUPPORTIVE HOUSING PROGRAM,140,PROF & TECHNICAL SERVICES,$319000.00
GRANTS,869,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2838,2838 - SHELTER PLUS CARE - HUD 2007,140,PROF & TECHNICAL SERVICES,$4608000.00
GRANTS,869,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2839,2839 - SHELTER PLUS CARE - HUD 2006,140,PROF & TECHNICAL SERVICES,$3453000.00
GRANTS,869,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2849,2849 - SHELTER PLUS CARE - HUD 2008,140,PROF & TECHNICAL SERVICES,$1080000.00
GRANTS,869,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2888,2888 - SHELTER PLUS GRANT - 2009,5,SALARIES AND WAGES - ON PAYROLL,$77875.00
GRANTS,869,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2888,2888 - SHELTER PLUS GRANT - 2009,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,$-7311.00
GRANTS,869,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2888,2888 - SHELTER PLUS GRANT - 2009,44,FRINGE BENEFITS,$28488.00
GRANTS,869,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2888,2888 - SHELTER PLUS GRANT - 2009,140,PROF & TECHNICAL SERVICES,$15079948.00
GRANTS,869,SHELTER PLUS CARE,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2927,2927 - SHELTER PLUS CARE,140,PROF & TECHNICAL SERVICES,$17000000.00
GRANTS,877,WIA-OTHER,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2890,2890 - CRITICAL SKILLS SHORTAGE,135,DELEGATE AGENCIES,$200000.00
GRANTS,877,WIA-OTHER,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2908,2908 - HIGH SPEED INTERNET ACCESS,135,DELEGATE AGENCIES,$150000.00
GRANTS,877,WIA-OTHER,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2912,2912 - WIA - LOCAL INCENTIVE FUNDS,135,DELEGATE AGENCIES,$1060000.00
GRANTS,878,DHS-FOOD PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2870,2870 - SUMMER FOOD SERVICE,5,SALARIES AND WAGES - ON PAYROLL,$988645.00
GRANTS,878,DHS-FOOD PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2870,2870 - SUMMER FOOD SERVICE,15,SCHEDULE SALARY ADJ,$2080.00
GRANTS,878,DHS-FOOD PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2870,2870 - SUMMER FOOD SERVICE,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,$-6124.00
GRANTS,878,DHS-FOOD PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2870,2870 - SUMMER FOOD SERVICE,44,FRINGE BENEFITS,$354906.00
GRANTS,878,DHS-FOOD PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2870,2870 - SUMMER FOOD SERVICE,140,PROF & TECHNICAL SERVICES,$3650493.00
GRANTS,878,DHS-FOOD PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2870,2870 - SUMMER FOOD SERVICE,340,MATERIAL AND SUPPLIES,$10000.00
GRANTS,880,DHS-HUD,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2835,2835 - EMERGENCY SHELTER - HUD MCK AC,5,SALARIES AND WAGES - ON PAYROLL,$212632.00
GRANTS,880,DHS-HUD,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2835,2835 - EMERGENCY SHELTER - HUD MCK AC,15,SCHEDULE SALARY ADJ,$3685.00
GRANTS,880,DHS-HUD,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2835,2835 - EMERGENCY SHELTER - HUD MCK AC,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,$-5252.00
GRANTS,880,DHS-HUD,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2835,2835 - EMERGENCY SHELTER - HUD MCK AC,44,FRINGE BENEFITS,$81373.00
GRANTS,880,DHS-HUD,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2835,2835 - EMERGENCY SHELTER - HUD MCK AC,140,PROF & TECHNICAL SERVICES,$5582727.00
GRANTS,880,DHS-HUD,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2835,2835 - EMERGENCY SHELTER - HUD MCK AC,930,GEN ASSISTANCE IN NEED,$467835.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,5,SALARIES AND WAGES - ON PAYROLL,$6525133.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,15,SCHEDULE SALARY ADJ,$63774.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,$-200612.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,39,STUDENT AS TRAINEES,$72667.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,44,FRINGE BENEFITS,$2436600.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,125,OFF AND BUILDING SERV,$2400.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,130,POSTAGE,$5000.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,140,PROF & TECHNICAL SERVICES,$12551323.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,142,ACCOUNTING AND AUDITING,$25000.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,155,RENTAL OF PROPERTY,$344356.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,159,LEASE PURCHASE AGREEMNT,$74041.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,162,REPAIR/MAINT EQUIPMENT,$16037.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,166,DUES  SUBSC & MEM,$500.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,169,TECHNICAL MEETING COSTS,$2950.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,181,MOBILE COMM SERVICES,$4500.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,188,VEHICLE TRACKING SERVICE,$5250.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,190,TELEPHONE-CENTREX,$23860.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,197,TELEPHONE-MAINTENANCE,$10000.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,245,REIMBURSEMENT TRAVELERS,$10000.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,340,MATERIAL AND SUPPLIES,$6350.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,350,STATIONERY AND OFFICE SUPPL,$12350.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,9438,REIMBURSEMENT - DGS,$7850.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,9440,REIMBURSEMENT - FLEET,$23309.00
GRANTS,884,DHS-DCCA PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2805,2805 - CSBG,9651,REIMREIMB CORP,$455362.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2853,2853 - HEAD START SUPPLEMENTAL,140,PROF & TECHNICAL SERVICES,$3000000.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2856,2856 - EARLY HEAD START SUPPLEMENTAL,140,PROF & TECHNICAL SERVICES,$1500000.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2857,2857 - EARLY HEAD START INITIATIVE,140,PROF & TECHNICAL SERVICES,$3479000.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,5,SALARIES AND WAGES - ON PAYROLL,$6779044.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,15,SCHEDULE SALARY ADJ,$72309.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,$-269119.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,44,FRINGE BENEFITS,$2556116.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,130,POSTAGE,$11000.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,140,PROF & TECHNICAL SERVICES,$101254955.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,149,SOFTWARE MAINT/LICENSING,$90000.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,157,RENTAL EQUIPMENT AND SERVICES,$51000.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,159,LEASE PURCHASE AGREEMNT,$100000.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,160,REPAIR/MAINT PROPERTY,$10000.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,190,TELEPHONE-CENTREX,$70000.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,245,REIMBURSEMENT TRAVELERS,$35000.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,270,LOCAL TRANSPORTATION,$10000.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,330,FOOD,$25000.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,340,MATERIAL AND SUPPLIES,$414000.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,350,STATIONERY AND OFFICE SUPPL,$74000.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,801,INDIRECT COSTS,$5404429.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,9438,REIMBURSEMENT - DGS,$140000.00
GRANTS,890,HEAD START,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2860,2860 - HEAD START,9440,REIMBURSEMENT - FLEET,$8266.00
GRANTS,0H96,PREVENTION-DOMESTIC VIOLENCE,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2968,2968 - GENERIC PREVENTION DOM VIOLENC,140,PROF & TECHNICAL SERVICES,$153896.00
GRANTS,0H96,PREVENTION-DOMESTIC VIOLENCE,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2968,2968 - GENERIC PREVENTION DOM VIOLENC,245,REIMBURSEMENT TRAVELERS,$1500.00
GRANTS,0H96,PREVENTION-DOMESTIC VIOLENCE,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2968,2968 - GENERIC PREVENTION DOM VIOLENC,340,MATERIAL AND SUPPLIES,$3500.00
GRANTS,0H96,PREVENTION-DOMESTIC VIOLENCE,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2968,2968 - GENERIC PREVENTION DOM VIOLENC,999,CULURL PROG/DELVP GRANT,$41104.00
GRANTS,0K24,CITIES OF SERVICE LEADERSHIP GRANT,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2895,2895 - CITIES OF SERVICE LEADERSHIP,5,SALARIES AND WAGES - ON PAYROLL,$70651.00
GRANTS,0K24,CITIES OF SERVICE LEADERSHIP GRANT,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2895,2895 - CITIES OF SERVICE LEADERSHIP,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,$-10132.00
GRANTS,0K24,CITIES OF SERVICE LEADERSHIP GRANT,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2895,2895 - CITIES OF SERVICE LEADERSHIP,44,FRINGE BENEFITS,$39481.00
GRANTS,0N01,IDCEO-YOUTH PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2811,2811 - WORKFORCE INVESTMENT ACT - YTH,5,SALARIES AND WAGES - ON PAYROLL,$1290247.00
GRANTS,0N01,IDCEO-YOUTH PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2811,2811 - WORKFORCE INVESTMENT ACT - YTH,15,SCHEDULE SALARY ADJ,$7869.00
GRANTS,0N01,IDCEO-YOUTH PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2811,2811 - WORKFORCE INVESTMENT ACT - YTH,30,LESS SALARY SAVINGS FROM UNPAID TIME OFF,$-60632.00
GRANTS,0N01,IDCEO-YOUTH PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2811,2811 - WORKFORCE INVESTMENT ACT - YTH,44,FRINGE BENEFITS,$491567.00
GRANTS,0N01,IDCEO-YOUTH PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2811,2811 - WORKFORCE INVESTMENT ACT - YTH,135,DELEGATE AGENCIES,$8108275.00
GRANTS,0N01,IDCEO-YOUTH PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2811,2811 - WORKFORCE INVESTMENT ACT - YTH,140,PROF & TECHNICAL SERVICES,$1351048.00
GRANTS,0N01,IDCEO-YOUTH PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2811,2811 - WORKFORCE INVESTMENT ACT - YTH,242,REIMBURSEMENT OUT-STATE,$8000.00
GRANTS,0N01,IDCEO-YOUTH PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2811,2811 - WORKFORCE INVESTMENT ACT - YTH,270,LOCAL TRANSPORTATION,$5000.00
GRANTS,0N01,IDCEO-YOUTH PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2811,2811 - WORKFORCE INVESTMENT ACT - YTH,350,STATIONERY AND OFFICE SUPPL,$141000.00
GRANTS,0N01,IDCEO-YOUTH PROGRAM,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2811,2811 - WORKFORCE INVESTMENT ACT - YTH,801,INDIRECT COSTS,$99626.00
GRANTS,0N02,AMERICA'S PROMISE - ALLIANCE FOR YOUTH,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2893,2893 - PRIVATE DONATIONS,140,PROF & TECHNICAL SERVICES,$60000.00
GRANTS,0N02,AMERICA'S PROMISE - ALLIANCE FOR YOUTH,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2921,2921 - GOT BREAKFAST FOUNDATION,140,PROF & TECHNICAL SERVICES,$15000.00
GRANTS,0N03,CHA FAMILY SUPPORTIVE SERVICES,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2896,2896 - CHA FAMILY SUPPORTIVE SERVICES,5,SALARIES AND WAGES - ON PAYROLL,$119152.00
GRANTS,0N03,CHA FAMILY SUPPORTIVE SERVICES,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2896,2896 - CHA FAMILY SUPPORTIVE SERVICES,44,FRINGE BENEFITS,$43588.00
GRANTS,0N03,CHA FAMILY SUPPORTIVE SERVICES,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2896,2896 - CHA FAMILY SUPPORTIVE SERVICES,140,PROF & TECHNICAL SERVICES,$4837260.00
GRANTS,0P33,FEDERAL WIA PG,50,FAMILY AND SUPPORT SERVICES,FAMILY AND SUPPORT SERVICES,2876,2876 - WIA - ADULT PROGRAM,5,SALARIES AND WAGES - ON PAYROLL,$1298363.00
